entity_id,entity_name,segment,owner
PRO001,Product requirement 1,Core,Product
PRO002,Product requirement 2,Core,Customer
PRO003,Product requirement 3,Watch,Analytics
PRO004,Product requirement 4,Core,Product
PRO005,Product requirement 5,Strategic,Product
PRO006,Product requirement 6,Strategic,Customer
PRO007,Product requirement 7,Core,Operations
PRO008,Product requirement 8,Watch,Customer
PRO009,Product requirement 9,Strategic,Operations
PRO010,Product requirement 10,Growth,Customer
PRO011,Product requirement 11,Strategic,Product
PRO012,Product requirement 12,Growth,Operations
PRO013,Product requirement 13,Strategic,Analytics
PRO014,Product requirement 14,Growth,Analytics
PRO015,Product requirement 15,Strategic,Operations
PRO016,Product requirement 16,Growth,Product
PRO017,Product requirement 17,Strategic,Revenue
PRO018,Product requirement 18,Strategic,Revenue
PRO019,Product requirement 19,Strategic,Operations
PRO020,Product requirement 20,Watch,Customer
PRO021,Product requirement 21,Watch,Product
PRO022,Product requirement 22,Strategic,Customer
PRO023,Product requirement 23,Growth,Operations
PRO024,Product requirement 24,Watch,Analytics
PRO025,Product requirement 25,Core,Operations
PRO026,Product requirement 26,Strategic,Product
PRO027,Product requirement 27,Growth,Revenue
PRO028,Product requirement 28,Core,Analytics
PRO029,Product requirement 29,Growth,Product
PRO030,Product requirement 30,Core,Analytics
PRO031,Product requirement 31,Growth,Customer
PRO032,Product requirement 32,Strategic,Customer
PRO033,Product requirement 33,Core,Customer
PRO034,Product requirement 34,Growth,Customer
PRO035,Product requirement 35,Core,Revenue
PRO036,Product requirement 36,Strategic,Revenue
